"Region Name","Region Type","Data Type",Apr 2006,May 2006,Jun 2006,Jul 2006,Aug 2006,Sep 2006,Oct 2006,Nov 2006,Dec 2006,Jan 2007,Feb 2007,Mar 2007,Apr 2007,May 2007,Jun 2007,Jul 2007,Aug 2007,Sep 2007,Oct 2007,Nov 2007,Dec 2007,Jan 2008,Feb 2008,Mar 2008,Apr 2008,May 2008,Jun 2008,Jul 2008,Aug 2008,Sep 2008,Oct 2008,Nov 2008,Dec 2008,Jan 2009,Feb 2009,Mar 2009,Apr 2009,May 2009,Jun 2009,Jul 2009,Aug 2009,Sep 2009,Oct 2009,Nov 2009,Dec 2009,Jan 2010,Feb 2010,Mar 2010,Apr 2010,May 2010,Jun 2010,Jul 2010,Aug 2010,Sep 2010,Oct 2010,Nov 2010,Dec 2010,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016
"Eliot","neighborhood","All Homes","$298,500","$301,300","$304,400","$307,900","$310,800","$312,400","$313,500","$315,700","$318,500","$320,300","$321,600","$323,000","$324,200","$324,500","$324,500","$324,600","$325,200","$326,200","$326,200","$324,900","$324,100","$325,200","$326,900","$328,800","$330,800","$331,800","$330,300","$328,700","$327,400","$325,900","$323,500","$320,200","$315,600","$312,400","$310,800","$309,100","$306,600","$304,200","$301,800","$299,200","$297,300","$296,200","$294,800","$292,500","$291,500","$291,100","$290,300","$289,700","$290,000","$289,600","$289,100","$288,500","$287,800","$287,400","$289,100","$291,600","$292,200","$290,900","$290,400","$290,000","$287,800","$284,400","$281,600","$280,200","$278,800","$277,500","$277,300","$277,800","$278,400","$278,900","$279,100","$280,300","$284,000","$288,900","$294,700","$301,200","$305,900","$307,400","$308,900","$312,600","$317,400","$321,100","$325,100","$330,000","$335,000","$339,000","$342,400","$344,400","$345,000","$346,700","$348,300","$349,700","$351,300","$353,500","$354,400","$356,000","$358,600","$364,600","$369,600","$371,300","$374,800","$382,300","$389,700","$394,700","$397,900","$398,800","$399,500","$399,000","$397,500","$396,600","$398,200","$402,000","$407,100","$412,000","$416,300","$419,900","$423,600","$430,500","$437,800","$442,200"
"Far Southwest","neighborhood","All Homes","$345,900","$350,300","$353,500","$355,700","$358,900","$362,100","$364,700","$366,500","$367,600","$369,200","$372,300","$375,200","$377,100","$380,000","$382,000","$383,600","$384,000","$385,000","$386,300","$388,000","$389,100","$390,200","$389,800","$387,500","$384,100","$379,400","$375,800","$374,200","$374,900","$372,100","$366,200","$359,500","$355,000","$351,800","$348,400","$344,900","$342,200","$340,200","$337,800","$335,100","$331,100","$327,500","$325,400","$324,400","$322,500","$320,600","$318,300","$316,000","$314,100","$313,400","$311,800","$309,300","$306,600","$304,900","$304,600","$303,700","$302,000","$299,100","$298,100","$297,900","$295,000","$289,700","$287,200","$286,600","$286,100","$283,900","$280,600","$278,900","$279,000","$279,200","$280,300","$282,300","$283,400","$285,000","$286,900","$287,800","$288,500","$291,300","$294,600","$296,200","$296,900","$299,800","$303,900","$307,800","$312,600","$317,400","$321,600","$326,500","$332,100","$337,300","$341,400","$345,100","$348,900","$351,600","$354,000","$357,300","$360,500","$361,800","$361,500","$360,500","$360,900","$362,700","$364,400","$365,400","$366,700","$367,400","$365,900","$364,600","$370,500","$381,700","$391,300","$397,900","$401,300","$403,300","$406,600","$413,200","$422,200","$431,200","$435,500","$437,900"
"Forest Park - Linnton","neighborhood","All Homes","$431,000","$438,100","$442,800","$446,100","$450,600","$453,200","$453,400","$456,000","$459,200","$461,300","$460,200","$458,100","$456,900","$459,700","$464,500","$468,200","$467,300","$467,100","$469,300","$468,800","$465,500","$466,600","$470,100","$470,900","$470,200","$466,300","$457,600","$451,000","$450,200","$448,500","$442,500","$435,100","$428,800","$423,400","$421,100","$421,300","$421,700","$421,000","$419,700","$416,200","$413,500","$413,200","$411,800","$407,300","$403,900","$401,700","$397,700","$393,700","$390,100","$386,200","$382,800","$380,900","$378,300","$374,800","$371,600","$369,700","$368,200","$365,200","$362,000","$358,600","$355,700","$351,900","$347,900","$344,600","$343,500","$343,500","$345,400","$349,200","$354,400","$358,400","$359,300","$360,100","$362,300","$366,100","$370,700","$373,900","$373,700","$373,000","$372,000","$370,800","$368,800","$366,800","$365,900","$368,400","$373,400","$381,000","$390,200","$400,200","$410,500","$418,800","$425,700","$431,500","$436,200","$439,700","$442,800","$444,300","$444,200","$442,200","$442,100","$443,900","$445,600","$445,000","$445,200","$445,800","$446,600","$449,400","$458,900","$467,900","$470,700","$472,100","$474,700","$476,400","$477,400","$480,100","$484,200","$490,800","$499,100","$507,700","$513,900","$518,100"
"Foster-Powell","neighborhood","All Homes","$212,400","$214,400","$216,600","$218,500","$220,200","$221,100","$222,000","$223,400","$224,600","$224,600","$224,700","$225,300","$226,300","$227,800","$229,500","$230,100","$229,800","$229,300","$228,700","$228,400","$228,200","$228,000","$227,300","$226,600","$225,700","$224,200","$222,000","$220,100","$218,800","$217,500","$215,800","$213,300","$211,400","$210,900","$209,900","$208,200","$206,700","$205,100","$204,100","$203,600","$203,400","$203,100","$202,900","$203,200","$203,500","$203,200","$203,100","$203,900","$204,900","$205,300","$204,400","$202,700","$200,300","$197,400","$194,800","$193,100","$191,300","$189,300","$187,500","$185,800","$183,900","$181,500","$179,200","$177,700","$176,900","$176,800","$177,200","$177,400","$177,300","$177,200","$177,700","$179,300","$180,900","$182,000","$183,400","$185,100","$187,200","$189,800","$192,700","$195,500","$197,800","$200,000","$202,400","$205,700","$209,900","$214,800","$219,000","$222,400","$225,200","$227,700","$229,300","$229,900","$231,000","$233,500","$236,500","$237,800","$237,200","$236,800","$238,200","$240,900","$243,100","$244,100","$245,700","$248,300","$250,600","$252,300","$253,200","$253,600","$256,000","$260,900","$266,100","$270,200","$274,300","$279,200","$284,400","$289,700","$295,700","$301,400","$306,000","$309,900"
"Glenfair","neighborhood","All Homes","$222,800","$225,800","$229,300","$232,600","$235,400","$237,800","$239,800","$241,200","$241,600","$242,000","$243,100","$244,100","$244,600","$244,000","$243,000","$242,200","$241,200","$239,900","$238,800","$238,500","$238,400","$237,700","$236,300","$235,100","$233,500","$231,400","$229,400","$227,500","$225,300","$223,100","$220,700","$217,600","$216,800","$218,000","$218,500","$217,400","$216,800","$216,600","$215,900","$214,200","$212,500","$211,400","$210,300","$209,400","$208,000","$205,500","$202,900","$201,600","$200,300","$197,900","$194,900","$192,500","$190,000","$187,100","$184,500","$182,400","$179,700","$177,200","$175,300","$174,300","$173,900","$173,200","$172,400","$171,700","$171,600","$172,000","$172,500","$172,700","$172,400","$171,700","$171,000","$171,000","$171,200","$172,300","$174,000","$175,300","$175,700","$176,000","$176,900","$177,800","$178,400","$178,800","$179,500","$180,300","$181,500","$183,200","$185,400","$187,700","$189,700","$191,800","$194,600","$197,000","$199,600","$202,600","$206,200","$208,100","$208,400","$208,200","$208,800","$209,300","$209,900","$210,300","$210,400","$210,700","$211,600","$213,200","$215,200","$217,300","$220,300","$224,400","$227,500","$230,100","$233,200","$236,500","$239,500","$243,800","$248,200","$252,200","$255,200","$257,300"
"Grant Park","neighborhood","All Homes","$439,300","$444,300","$449,900","$456,700","$463,300","$468,100","$470,600","$471,900","$472,700","$474,300","$476,400","$478,800","$481,600","$482,800","$481,300","$479,900","$479,800","$478,300","$474,900","$470,900","$469,000","$468,400","$467,600","$465,600","$462,300","$459,100","$457,500","$457,200","$456,500","$453,900","$450,200","$445,900","$442,200","$441,000","$441,000","$439,200","$436,200","$432,600","$428,400","$425,300","$423,400","$422,100","$422,400","$424,900","$427,100","$427,600","$426,900","$426,900","$427,200","$426,700","$424,500","$422,100","$419,900","$417,600","$416,000","$416,100","$416,200","$414,200","$411,600","$409,400","$407,500","$406,700","$408,000","$409,100","$409,800","$412,500","$414,600","$415,000","$416,200","$417,900","$419,500","$422,900","$427,500","$432,400","$436,600","$438,600","$439,900","$442,500","$445,700","$447,800","$449,100","$451,500","$456,500","$462,400","$467,500","$472,800","$477,000","$480,200","$483,900","$488,600","$493,300","$498,200","$502,500","$506,500","$510,500","$515,300","$520,100","$522,700","$527,300","$535,400","$540,700","$540,800","$542,500","$545,900","$547,900","$549,800","$551,400","$551,200","$553,200","$560,500","$569,300","$577,100","$584,400","$592,200","$599,900","$609,900","$621,600","$631,100","$637,100","$641,900"
"Hayden Island","neighborhood","All Homes","$233,100","$240,600","$248,200","$251,400","$251,200","$252,300","$256,700","$261,700","$265,800","$269,000","$270,000","$269,600","$270,300","$271,600","$272,100","$271,600","$268,400","$262,800","$257,700","$254,300","$252,300","$250,900","$248,700","$246,500","$244,500","$242,800","$240,500","$238,500","$236,700","$234,900","$232,800","$230,000","$226,300","$223,100","$219,300","$214,500","$210,900","$208,500","$206,600","$207,000","$211,100","$214,400","$212,800","$210,100","$210,500","$211,800","$212,300","$211,000","$206,700","$202,300","$199,100","$197,300","$197,100","$196,100","$191,700","$188,000","$185,200","$179,500","$175,000","$174,300","$172,900","$168,700","$164,900","$161,700","$159,900","$158,700","$158,900","$158,500","$156,500","$157,000","$162,300","$168,000","$173,500","$178,600","$180,500","$181,400","$183,300","$186,700","$192,100","$196,100","$197,500","$198,400","$198,100","$197,300","$199,700","$203,100","$205,700","$206,800","$208,500","$211,600","$212,200","$209,400","$208,400","$209,600","$209,700","$209,700","$209,900","$208,500","$206,200","$204,200","$194,000","$181,200","$176,900","$178,700","$178,400","$177,800","$177,600","$176,300","$173,300","$174,500","$179,400","$181,800","$181,900","$183,400","$184,300","$185,300","$187,700","$189,500","$190,100","$190,400"
"Hayhurst","neighborhood","All Homes","$331,800","$337,300","$344,500","$350,700","$353,700","$355,100","$356,500","$358,700","$360,600","$362,900","$364,600","$365,100","$365,300","$366,800","$367,700","$368,100","$368,900","$370,300","$371,000","$369,200","$366,900","$366,200","$366,800","$367,100","$365,500","$361,900","$358,200","$354,700","$351,700","$348,700","$345,600","$341,800","$338,600","$337,000","$335,700","$333,700","$331,500","$328,600","$324,300","$321,000","$319,200","$316,600","$313,500","$311,700","$310,500","$308,800","$307,100","$305,800","$305,300","$304,000","$301,700","$299,600","$297,900","$295,900","$294,900","$295,100","$295,200","$293,900","$292,300","$290,900","$289,400","$288,100","$287,900","$288,800","$289,500","$290,000","$290,200","$290,800","$291,600","$291,900","$291,700","$292,400","$294,100","$296,500","$298,500","$300,100","$301,600","$302,800","$303,500","$303,500","$303,700","$305,200","$308,800","$313,500","$318,400","$324,100","$330,700","$336,000","$338,800","$341,100","$344,000","$347,300","$350,900","$353,700","$355,500","$356,900","$358,300","$359,900","$361,700","$363,100","$365,700","$369,300","$372,600","$374,800","$376,600","$378,400","$380,000","$381,400","$383,200","$386,100","$389,500","$393,700","$397,800","$402,000","$405,800","$410,200","$415,500","$420,600","$424,700","$428,200"
"Hazelwood","neighborhood","All Homes","$210,800","$212,700","$214,700","$217,100","$219,800","$222,200","$224,500","$226,500","$227,600","$228,200","$228,900","$229,700","$230,400","$230,800","$230,600","$230,200","$229,400","$227,800","$226,200","$225,500","$225,400","$224,900","$224,400","$224,100","$223,300","$222,100","$220,700","$218,700","$216,700","$214,900","$212,300","$209,000","$207,000","$206,200","$205,400","$203,700","$202,100","$201,000","$200,500","$199,800","$198,900","$198,100","$197,800","$197,700","$197,100","$195,900","$194,500","$193,400","$192,500","$190,800","$187,900","$185,400","$182,800","$180,200","$177,800","$175,700","$173,600","$171,300","$169,100","$167,300","$166,300","$165,900","$165,500","$164,600","$164,500","$165,600","$166,400","$166,500","$166,100","$165,800","$166,000","$166,600","$167,100","$167,500","$168,000","$168,500","$169,000","$169,500","$170,200","$171,500","$172,700","$173,600","$174,500","$175,800","$177,700","$180,100","$182,900","$185,600","$187,700","$189,500","$191,100","$192,900","$195,000","$198,000","$200,800","$202,300","$202,600","$202,600","$203,400","$204,600","$206,100","$207,300","$208,400","$209,500","$210,200","$210,600","$211,400","$212,900","$215,300","$218,900","$222,700","$226,500","$229,600","$232,300","$235,400","$238,900","$242,300","$245,800","$249,400","$252,100"
"Hillsdale","neighborhood","All Homes","$411,300","$417,700","$424,900","$430,100","$431,900","$432,800","$434,000","$436,000","$438,500","$439,600","$439,600","$439,300","$438,100","$436,700","$434,200","$431,000","$429,800","$429,700","$427,800","$425,000","$423,200","$423,300","$423,200","$422,900","$422,600","$421,900","$420,600","$419,700","$417,800","$414,300","$409,600","$403,800","$399,800","$399,300","$399,900","$399,200","$397,600","$395,300","$392,300","$389,300","$387,200","$385,300","$383,700","$382,900","$383,000","$381,900","$379,900","$378,400","$376,900","$373,500","$368,800","$364,200","$359,800","$355,600","$352,300","$351,000","$350,300","$348,000","$345,100","$341,800","$338,400","$335,900","$335,900","$336,700","$337,600","$339,000","$341,200","$343,500","$345,700","$347,600","$349,000","$350,900","$354,000","$358,000","$361,300","$362,700","$363,200","$365,300","$368,400","$369,700","$369,200","$369,900","$372,000","$375,500","$379,900","$385,300","$391,600","$398,300","$404,700","$410,800","$416,000","$420,100","$423,300","$426,800","$430,700","$435,100","$438,700","$440,100","$441,800","$445,900","$450,100","$451,700","$452,700","$453,900","$454,600","$455,000","$456,300","$458,200","$461,000","$464,800","$469,500","$475,400","$482,200","$488,600","$495,000","$502,400","$510,000","$517,500","$524,600","$530,000"
"Hillside","neighborhood","All Homes","$609,200","$612,500","$614,700","$618,900","$623,100","$627,000","$629,700","$631,900","$634,600","$637,300","$638,800","$639,700","$642,300","$646,500","$649,500","$651,600","$654,000","$655,600","$655,100","$654,900","$654,400","$653,100","$650,300","$647,900","$645,900","$643,200","$638,300","$632,600","$627,900","$622,700","$616,100","$608,500","$603,800","$603,600","$605,300","$605,000","$603,200","$600,000","$596,800","$592,300","$586,700","$583,100","$582,100","$582,300","$581,000","$577,300","$573,500","$570,500","$567,200","$564,600","$561,500","$558,400","$554,300","$548,200","$544,100","$544,000","$544,500","$542,400","$539,700","$535,700","$530,600","$525,300","$521,000","$519,300","$521,400","$522,700","$521,000","$520,600","$522,400","$523,800","$524,400","$525,500","$526,800","$530,000","$536,700","$543,000","$545,800","$549,500","$554,800","$558,200","$560,400","$562,800","$565,400","$569,500","$575,700","$582,300","$590,400","$600,000","$609,100","$615,600","$619,800","$622,500","$624,900","$629,100","$633,000","$639,000","$648,100","$657,400","$661,600","$662,300","$665,300","$672,300","$678,200","$676,500","$670,800","$667,600","$670,900","$674,800","$677,900","$681,500","$687,200","$693,700","$698,100","$702,100","$709,700","$721,600","$734,800","$746,100","$752,900","$756,800"
"Homestead","neighborhood","All Homes","$387,000","$394,700","$402,100","$406,900","$409,700","$412,400","$416,200","$423,500","$429,700","$435,800","$438,000","$439,100","$440,500","$439,000","$433,500","$432,600","$434,600","$435,400","$433,500","$429,100","$427,300","$429,300","$432,800","$434,600","$433,100","$429,500","$427,200","$425,400","$420,900","$415,100","$409,300","$403,800","$398,500","$395,500","$394,500","$392,300","$388,600","$385,800","$382,700","$379,600","$379,100","$378,100","$376,600","$376,400","$375,500","$372,100","$368,200","$365,000","$362,700","$357,700","$350,500","$344,500","$338,400","$333,400","$330,600","$327,900","$324,700","$322,200","$319,800","$319,600","$319,900","$318,600","$317,400","$315,900","$315,100","$317,200","$319,800","$322,900","$326,800","$328,100","$327,500","$327,200","$327,800","$326,800","$326,700","$329,700","$334,300","$335,300","$335,100","$335,600","$336,700","$338,300","$343,100","$349,800","$355,800","$361,800","$368,900","$374,300","$377,900","$381,400","$384,700","$387,400","$390,100","$393,200","$395,600","$395,900","$398,000","$404,200","$413,300","$420,900","$424,700","$426,100","$428,800","$430,200","$429,700","$429,500","$431,800","$434,500","$438,200","$448,100","$458,900","$464,000","$468,400","$475,400","$482,000","$490,100","$499,100","$506,300","$511,100","$513,700"
"Hosford-Abernethy","neighborhood","All Homes","$361,600","$365,300","$370,200","$374,300","$376,300","$377,600","$379,500","$382,400","$384,800","$387,200","$390,400","$393,400","$395,300","$396,000","$396,000","$394,800","$393,400","$392,900","$392,500","$390,600","$389,200","$389,800","$390,900","$390,500","$388,900","$386,300","$383,100","$380,700","$379,100","$376,800","$373,900","$371,000","$368,100","$365,700","$363,700","$362,000","$360,400","$358,900","$357,500","$356,600","$356,700","$357,000","$356,400","$355,900","$356,000","$355,700","$354,500","$353,900","$354,000","$353,800","$352,300","$349,200","$344,500","$339,700","$337,400","$337,200","$337,200","$335,800","$333,800","$331,900","$329,600","$326,200","$323,900","$324,300","$326,400","$328,600","$329,300","$329,200","$329,900","$331,300","$332,800","$334,600","$336,700","$340,000","$346,100","$352,300","$357,300","$362,600","$368,600","$373,400","$377,100","$381,300","$386,300","$390,900","$396,600","$404,000","$408,900","$410,100","$410,900","$411,800","$413,000","$415,400","$418,100","$421,000","$424,700","$429,800","$435,500","$439,500","$442,800","$447,400","$451,200","$452,200","$453,400","$455,800","$457,700","$459,300","$461,700","$464,800","$469,300","$476,700","$484,100","$491,000","$499,500","$510,400","$521,000","$530,300","$538,000","$545,600","$553,200","$559,000"
